GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
1	GO:0030168	1.78262854015486e-05	4.54351441241685	3.16853572572893	13	145	platelet activation
2	GO:1901699	0.000142189900582324	2.33115740577823	12.455623197693	27	570	cellular response to nitrogen compound
3	GO:0050667	0.000188549626271255	18.1056379821958	0.305927587311759	4	14	homocysteine metabolic process
4	GO:0000096	0.000245645459521335	7.79309168443497	0.895930791413009	6	41	sulfur amino acid metabolic process
5	GO:0071548	0.000245645459521335	7.79309168443497	0.895930791413009	6	41	response to dexamethasone
6	GO:0060312	0.000339141698192936	33.8609467455621	0.15296379365588	3	7	regulation of blood vessel remodeling
7	GO:0010543	0.000439822474744239	9.07083333333333	0.655559115668055	5	30	regulation of platelet activation
8	GO:0007596	0.000472922609826625	2.69030103162523	6.75225889138097	17	309	blood coagulation
9	GO:0006535	0.000476138809124025	Inf	0.043703941044537	2	2	cysteine biosynthetic process from serine
10	GO:0071417	0.000510738323927189	2.2448405609821	11.4067286126242	24	522	cellular response to organonitrogen compound
11	GO:0071549	0.000515107260224143	8.72138278388278	0.677411086190324	5	31	cellular response to dexamethasone stimulus
12	GO:2000049	0.000533847422447494	27.0869822485207	0.174815764178148	3	8	positive regulation of cell-cell adhesion mediated by cadherin
13	GO:0051494	0.000536703171704418	3.84498210160197	2.81890419737264	10	129	negative regulation of cytoskeleton organization
14	GO:0007599	0.000547167134038189	2.65323656990324	6.83966677347004	17	313	hemostasis
15	GO:0050817	0.000547167134038189	2.65323656990324	6.83966677347004	17	313	coagulation
16	GO:0097327	0.000577691694189866	4.67729267729268	1.87926946491509	8	86	response to antineoplastic agent
17	GO:0051640	0.00058138750096573	2.08485785800045	14.3348926626081	28	656	organelle localization
18	GO:0042060	0.000592696957895995	2.26171101094313	10.8385773790452	23	496	wound healing
19	GO:0038084	0.000599680495757786	8.39781746031746	0.699263056712592	5	32	vascular endothelial growth factor signaling pathway
20	GO:0051656	0.000648622315426428	2.29132518942323	10.2267222044217	22	468	establishment of organelle localization
21	GO:0051668	0.000723166136828895	3.68872429587759	2.92816404998398	10	134	localization within membrane
22	GO:0006644	0.00072696280997162	2.319375	9.63671900032041	21	441	phospholipid metabolic process
23	GO:0035924	0.000736221123006979	6.19538670284939	1.09259852611343	6	50	cellular response to vascular endothelial growth factor stimulus
24	GO:0090286	0.000787829140846355	22.5710059171598	0.196667734700417	3	9	cytoskeletal anchoring at nuclear membrane
25	GO:0033762	0.000799542019079808	7.81763136288998	0.742966997757129	5	34	response to glucagon
26	GO:0071320	0.000819273369984058	6.05731343283582	1.11445049663569	6	51	cellular response to cAMP
27	GO:0034109	0.000823570300486573	5.05688622754491	1.5296379365588	7	70	homotypic cell-cell adhesion
28	GO:0008015	0.00110874135588061	2.23713362068966	9.96449855815444	21	456	blood circulation
29	GO:0070527	0.00111227811983079	5.67761194029851	1.1800064082025	6	54	platelet aggregation
30	GO:0090066	0.00120293344351408	2.22136130136986	10.0300544697212	21	459	regulation of anatomical structure size
31	GO:0044331	0.00134298054742576	6.86823593073593	0.830374879846203	5	38	cell-cell adhesion mediated by cadherin
32	GO:0003013	0.00137519734422231	2.19554881489842	10.1393143223326	21	464	circulatory system process
33	GO:0019343	0.00140772668100368	90.047197640118	0.0655559115668055	2	3	cysteine biosynthetic process via cystathionine
34	GO:0061888	0.00140772668100368	90.047197640118	0.0655559115668055	2	3	regulation of astrocyte activation
35	GO:0071400	0.00140772668100368	90.047197640118	0.0655559115668055	2	3	cellular response to oleic acid
36	GO:1905167	0.00140772668100368	90.047197640118	0.0655559115668055	2	3	positive regulation of lysosomal protein catabolic process
37	GO:0051641	0.00149936738808366	1.50337674000898	57.4488305030439	79	2629	cellular localization
38	GO:0006897	0.00150345049773179	1.99991604355241	13.7885933995514	26	631	endocytosis
39	GO:1903725	0.00168527011976517	4.42215568862275	1.72630567125921	7	79	regulation of phospholipid metabolic process
40	GO:0098657	0.00178024665522288	1.89970469605301	16.192310157001	29	741	import into cell
41	GO:0002768	0.00178937686524816	2.51724060722762	6.3152194809356	15	289	immune response-regulating cell surface receptor signaling pathway
42	GO:0007155	0.00191915676634606	1.67403826066195	28.079782121115	44	1285	cell adhesion
43	GO:0010826	0.0019651357834933	15.0443786982249	0.262223646267222	3	12	negative regulation of centrosome duplication
44	GO:0071377	0.00197101052113628	8.61551504874947	0.546299263056713	4	25	cellular response to glucagon stimulus
45	GO:0046854	0.00212443759453807	3.75641621002446	2.29445690483819	8	105	phosphatidylinositol phosphorylation
46	GO:0002429	0.00213877163885047	2.56079047723479	5.79077218840115	14	265	immune response-activating cell surface receptor signaling pathway
47	GO:0022610	0.00216100813236733	1.6623669305815	28.2545978852932	44	1293	biological adhesion
48	GO:0031503	0.00229165225032452	2.54020862796292	5.83447612944569	14	267	protein-containing complex localization
49	GO:0043201	0.002513567036811	13.5390532544379	0.284075616789491	3	13	response to leucine
50	GO:2000047	0.002513567036811	13.5390532544379	0.284075616789491	3	13	regulation of cell-cell adhesion mediated by cadherin
51	GO:0010750	0.00277474619983132	45.0206489675516	0.087407882089074	2	4	positive regulation of nitric oxide mediated signal transduction
52	GO:0038028	0.00277474619983132	45.0206489675516	0.087407882089074	2	4	insulin receptor signaling pathway via phosphatidylinositol 3-kinase
53	GO:0051725	0.00277474619983132	45.0206489675516	0.087407882089074	2	4	protein de-ADP-ribosylation
54	GO:1904447	0.00277474619983132	45.0206489675516	0.087407882089074	2	4	folate import across plasma membrane
55	GO:0086001	0.0029116210482132	4.61573488489755	1.42037808394745	6	65	cardiac muscle cell action potential
56	GO:0071466	0.00300287482715768	3.00365717920178	3.5400192246075	10	162	cellular response to xenobiotic stimulus
57	GO:0098901	0.00303018227071388	7.53709198813056	0.611855174623518	4	28	regulation of cardiac muscle cell action potential
58	GO:0046488	0.00311741556404495	2.66615516274678	4.76372957385453	12	218	phosphatidylinositol metabolic process
59	GO:0050866	0.00313881978066635	2.98382797227652	3.56187119512977	10	163	negative regulation of cell activation
60	GO:0046606	0.00314766269423093	12.3074233458849	0.305927587311759	3	14	negative regulation of centrosome cycle
61	GO:0099633	0.00314766269423093	12.3074233458849	0.305927587311759	3	14	protein localization to postsynaptic specialization membrane
62	GO:0099645	0.00314766269423093	12.3074233458849	0.305927587311759	3	14	neurotransmitter receptor localization to postsynaptic specialization membrane
63	GO:1903727	0.00318141227873763	5.5251887340302	1.00519064402435	5	46	positive regulation of phospholipid metabolic process
64	GO:0009611	0.00323837208512069	1.9340886023865	13.0893303428388	24	599	response to wounding
65	GO:0097120	0.00349758805440327	5.39328231292517	1.02704261454662	5	47	receptor localization to synapse
66	GO:0098900	0.00349758805440327	5.39328231292517	1.02704261454662	5	47	regulation of action potential
67	GO:0051651	0.00354442876309196	3.83330928504437	1.96667734700417	7	90	maintenance of location in cell
68	GO:0006650	0.00381883401762908	2.24180112570356	7.51707785966037	16	344	glycerophospholipid metabolic process
69	GO:0032970	0.00392713174251321	2.23483750292261	7.53892983018263	16	345	regulation of actin filament-based process
70	GO:1901698	0.00394294349897324	1.70892311791952	21.0434476129446	34	963	response to nitrogen compound
71	GO:0043551	0.00419660782406537	5.14745670995671	1.07074655559116	5	49	regulation of phosphatidylinositol 3-kinase activity
72	GO:0046834	0.00437093255178419	3.30963690963691	2.57853252162768	8	118	lipid phosphorylation
73	GO:0071375	0.00437870695168111	2.3509762408845	6.27151553989106	14	287	cellular response to peptide hormone stimulus
74	GO:0043552	0.00442354515399554	6.69831849653808	0.677411086190324	4	31	positive regulation of phosphatidylinositol 3-kinase activity
75	GO:0060306	0.00442354515399554	6.69831849653808	0.677411086190324	4	31	regulation of membrane repolarization
76	GO:0009092	0.00455783291618261	30.0117994100295	0.109259852611343	2	5	homoserine metabolic process
77	GO:0019346	0.00455783291618261	30.0117994100295	0.109259852611343	2	5	transsulfuration
78	GO:0048296	0.00455783291618261	30.0117994100295	0.109259852611343	2	5	regulation of isotype switching to IgA isotypes
79	GO:0070814	0.00455783291618261	30.0117994100295	0.109259852611343	2	5	hydrogen sulfide biosynthetic process
80	GO:0098838	0.00455783291618261	30.0117994100295	0.109259852611343	2	5	folate transmembrane transport
81	GO:1904352	0.00455783291618261	30.0117994100295	0.109259852611343	2	5	positive regulation of protein catabolic process in the vacuole
82	GO:0003018	0.0048184702792344	2.99320640225134	3.1903876962512	9	146	vascular process in circulatory system
83	GO:1902904	0.00508350009450505	3.22113263706184	2.64408843319449	8	121	negative regulation of supramolecular fiber organization
84	GO:0050778	0.00526712818613777	1.85356245688134	13.6137776353733	24	623	positive regulation of immune response
85	GO:0071398	0.00542409732916507	4.81794579533941	1.13630246715796	5	52	cellular response to fatty acid
86	GO:1903539	0.00555954413012307	6.23554691496981	0.721115027234861	4	33	protein localization to postsynaptic membrane
87	GO:0006534	0.0056018304738843	9.66821639898563	0.371483498878565	3	17	cysteine metabolic process
88	GO:0070841	0.0056018304738843	9.66821639898563	0.371483498878565	3	17	inclusion body assembly
89	GO:0032411	0.00566366817638781	3.49447259327499	2.14149311118231	7	98	positive regulation of transporter activity
90	GO:0050878	0.00573564809033727	1.99731983323407	9.98635052867671	19	457	regulation of body fluid levels
91	GO:0048015	0.00573869136900785	2.90752371186875	3.27779557834028	9	150	phosphatidylinositol-mediated signaling
92	GO:1901879	0.00592147215679161	3.94419208306295	1.63889778917014	6	75	regulation of protein depolymerization
93	GO:0009410	0.00602151439288549	2.34215959285577	5.83447612944569	13	267	response to xenobiotic stimulus
94	GO:0002764	0.00616499457044215	2.0240411181845	9.33079141300865	18	427	immune response-regulating signaling pathway
95	GO:0001885	0.00637115464909247	4.62068756073858	1.1800064082025	5	54	endothelial cell development
96	GO:0046486	0.0064595136858792	2.01392058936521	9.37449535405319	18	429	glycerolipid metabolic process
97	GO:0048017	0.00651368115246083	2.84638554216867	3.34335148990708	9	153	inositol lipid-mediated signaling
98	GO:0007010	0.00652755334943393	1.58466978544564	26.6812560076898	40	1221	cytoskeleton organization
99	GO:0010544	0.00661462320412656	9.02307692307692	0.393335469400833	3	18	negative regulation of platelet activation
100	GO:0046337	0.00661462320412656	9.02307692307692	0.393335469400833	3	18	phosphatidylethanolamine metabolic process
101	GO:0007185	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	transmembrane receptor protein tyrosine phosphatase signaling pathway
102	GO:0009403	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	toxin biosynthetic process
